Product Name,Price,Rating
"ZEBRONICS Power Bank 19200 mAh, 100W Rapid Charging (Input & Output), Metal Body, 2 x USB Output, Type C Input & Output Port, for Mobile/Tablets, Laptops. Lithium, Black","4,499",3.6 out of 5 stars
"Belkin Quick Charge Magnetic Wireless Power Bank 5000mAh with Stand, Sleek Design for All iPhone 14, 13 and 12 Models, Compatible with MagSafe Covers - White Lithium Ion milliamp Hour White","5,400",3.5 out of 5 stars
"Portronics Power D 20k 20000 mAh Power Bank with 22.5W Max Output, Dual Input (Type C + Micro), Dual USB Output, Type C Output, LED Digital Display, Wake Up Button(Black)","2,199",3.7 out of 5 stars
"Callmate C-Thru 5000mAh Transparent Maganetic Wireless Power Bank, 15W Fast Charging|Buit-in 3-in-1 Cables | 3 Output Ports & 3 Input |Digital Display (15 W, 10W IQ Wireless) (Black, Lithium Polymer)","1,399",1.9 out of 5 stars
Electronic Spices 2USB Power Bank Charging Module Circuit Board- DC-DC Step Up Boost Power Supply Module - 5V 1A (2 USB),99,3.3 out of 5 stars
"Syska 20000 mAh 22.5W White Fast Charging, Power delivery 2.0/3.0,LED Display Input Type C :DC5V/3A/9V/2A,12V/1.87A","2,050",3.2 out of 5 stars
URBN 20000 mAh 45W Ultra Fast Charging Compact Power Bank | Type C Power Delivery (Input& Output) | Quick Charge | Two-Way Fast Charging | Charge Laptop/Mobiles/TWS/Speakers | (Blue),"3,899",4.0 out of 5 stars
Electronic Spices 3 USB Mobile Module Lithium Li-ion Battery Charging LED Indicator Mother Board 5V 1AMP (3 USB),99,3.3 out of 5 stars
"Kesi Portable Solar Power Bank with 3 Led Lights Keychain, Flashlight USB Charging Cell Phone Outdoor Emergency Lamp, 1500mah, Portable Charger, Mini Portable Battery with Carabiner Backup Power",699,5.0 out of 5 stars
"Portronics 10000 mAh Lithium Polymer Power Bank POR-1210 with 15 Watt Fast Charging Type C PD Output I Dual USB Output I LED Digital Display, Blue","1,899",3.8 out of 5 stars
"DHRUVPRO DIY Power Bank Kit, Normal Battery Charger Outer Case Power On/Off Switch Charging Mobile Power Case Kit Plastic Shell Box with 3 USB Power Bank Module (Battery Not Included)",219,3.6 out of 5 stars
Electronic Spices3 USB 5V 1A Mobile Power Bank Charger Controller Module Step Up Boost Power Module Lithium Battery Charging Board LED,110,3.3 out of 5 stars
Electronicspices 1PCS TP4056 Micro USB Type C Mini Plug 5V 1A 18650 Lithium Battery Charging Protection Board (C-TYPE),132,4.0 out of 5 stars
URBN 20000 mAh 45W Ultra Fast Charging Compact Power Bank | Type C Power Delivery (Input& Output) | Quick Charge | Two-Way Fast Charging | Charge Laptop/Mobiles/TWS/Speakers | (Camo),"3,899",4.0 out of 5 stars
Silicon Soft Cover Case Power Bank for Xiaomi Mi Power Bank 16000 Mah Battery (Black),299,4.3 out of 5 stars
OBOE Silicon Soft Cover Case for Mi Power Bank 3i 20000 mAh Battery (Green),349,4.1 out of 5 stars
Oboe Silicon Soft Cover Case for Redmi Power Bank 20000 mAh Battery (Black) [Power Bank NOT Included],299,3.9 out of 5 stars
"Electronic Spices DIY Power Bank Kit, Normal Battery Charger Outer Case, Plastic Shell Box with 3 USB Power Bank Module, Power On/Off Switch Charging Mobile Power Case Kit (Battery Not Included) Multicolor",149,3.6 out of 5 stars
OBOE Silicon Soft Cover Case for Mi Power Bank 3i 10000 mAh/Mi Wireless Power Bank 10000 mAh Battery (Blue) [Power Bank NOT Included],349,4.1 out of 5 stars
"ModishOmbre® MOT-3 10,000mAh Polymer Battery Power Bank | 4.8 Amp Fast Charging Power Bank with Inbuilt 4 In 1 Data Cable | Dual LED Torch | Mobile Stand With Battery Storage Indicator | BIS Certified",899,
"(Renewed) Lava Hero 600i (Blue Green) with Sleek and Stylish Design, 10 Regional Languages Input Support, Auto Call Recording, Wireless FM with Recording and 32 GB Expandable Storage",720,4.0 out of 5 stars
"Keychain Portable Charger Power Bank for iPhone -All Model ,Airpods,1500mAh Mini Pocket Power bank iOSLightning Port Emergency Pod Ultra-Compact External Fast Charging Battery Pack Key Ring Cell Phone Charger (iPhone iOS lightning Port)",899,5.0 out of 5 stars
"URBN 10000 mAh Lithium Power Bank UPR10K with 12 Watt Fast Charging, Blue","1,049",3.9 out of 5 stars
"Ambrane 10000mAh Magnetic Wireless Power Bank for iPhone 12 & Above, 22.5W Wired + 15W Wireless Charging, Mobile Stand, Type C PD (Input & Output), Li-Polymer (Aerosync PB 10, Black)","1,999",3.1 out of 5 stars
"Ambrane 100W Fast Charging Powerbank for MacBook, Type C Laptop & Mobile Charging, 25,000mAh Battery, Triple Output, Power Delivery & Quick Charge (Powerlit Ultra, Black)","4,999",5.0 out of 5 stars
URBN 27000 mAh Lithium_Polymer 20W Fast Charging Power Bank with Type C PD (Input& Output) and QC 3.0 Dual USB Output with Free Type C Cable (Black),"2,199",3.8 out of 5 stars
URBN 20000 mAh 20W Super Fast Charging Metal Power Bank | Type C PD (Input& Output) QC 3.0 Dual USB Output | Two-Way Fast Charging | Type C Cable Included -Red,"1,699",3.7 out of 5 stars
URBN 10000 mAh Lithium_ion Premium Black Edition Nano Power Bank | 20W Fast Charging | Smallest Power Bank | Type C PD (Input& Output) | Made in India | Dual Output | Free Type C Cable - Black,"1,649",4.1 out of 5 stars
"Ambrane 20000mAh Compact Power Bank, 22.5W Fast Charging, Metallic Body, Triple Output, Type C PD (Input & Output), Li-Polymer for iPhone, Smartphones & Other Devices (Powerlit XL, Blue)","2,492",3.9 out of 5 stars
"Ambrane 60W Fast Charging Powerbank for MacBook, Type C Laptop & Mobile Charging, Lithium Ion Battery, Metallic Body, Triple Output, Power Delivery & Quick Charge (Powerlit Boost, Black)","3,999",5.0 out of 5 stars
ModishOmbre® 10000mah Slim Transparent PD Power Bank 22.5W QC Dual USB Type C PD Input/Output 12 Layer Circuit Protection and Digital Battery Indicator with One Type C to Type C Chargning Cable,"1,199",
"Wireless Portable Power Bank 5000mAh Wireless Charging Battery Pack Compatible with iPhone 8, 8+, X, XS, XSMAX, 11,11PRO, 11PRO MAX, 12,12 Mini,12 Pro,12 Pro Max,13mini/13/13pro Power","2,499",3.3 out of 5 stars
QBM 18650 Charger Board Lithium Battery Charging Module Dual USB 5V 2.4A Mini Type-C Power Bank Module DIY,399,3.7 out of 5 stars
"Pick Ur Needs® 21 SMD LED Wireless Solar Light with Power Bank, Wall Light and Emergency Light.2500mAh Battery (Red)",499,3.9 out of 5 stars
"ModishOmbre® Mobipower 3 in 1 |10,000 mAh Polymer Battery Light Weight | 4.8 Amp Fast Charging Power Bank with Free Inbbuilt 4 In 1 Data Cable | Dual LED Torch | Mobile Stand With Battery Storage Indicator | BIS Certified",899,2.8 out of 5 stars
"REMAXX 4 in 1 Portable LED Table Standing Lamp, Flashlght, Phone Holder With Emergency Power Bank | Rechargeable | Adjustable Height & Angle | Folding Design | Adjustable Light | Eye Protection | Travel Accessory (White)",599,4.6 out of 5 stars
"Portronics 10000 mAh Lithium Polymer Power Bank Power PRO 10K with Dual Output Emergency Mobile Charger, White",899,3.7 out of 5 stars
"Portronics Lithium Polymer Power M 20K 20000 mAh Metal Housing Power Bank with Dual Input (Type C + Micro USB) & Triple Output Fast Charging, 18 W with QC 3.0 & Type-C PD Type-C Cable Included -Black","1,899",3.3 out of 5 stars
"Callmate 20000mAh Power Bank, 15W Fast Charging| Buit-in Cables | 4 Output Ports and 3 Input | for iPhone, Smartphones & Other Devices (15 W, Fast Charging) (Red, Lithium Polymer)","1,460",3.4 out of 5 stars
"Callmate 10000mAh Power Bank, 22.5W Fast Charging | Type C PD (Input & Output)| Buit-in 4-in-1 Cables | 5 Output Ports and 3 Input | Digital Display | for iPhone, Smartphones (Black, Lithium Polymer)","1,614",2.7 out of 5 stars
"Electronic Spices BMS 18650 Lithium Battery Protection Board (3S, 20A, 12.6V) (3S 20A BMS)",83.,3.4 out of 5 stars
"UCRAVO Solar Power Bank, 1200mAh Portable Charger Phone Charger Keychain Charger for Mobile Phones, Tablets, Electronic Devices, Portable Mini Battery with Carabiner Emergency Power Supply",759,5.0 out of 5 stars
Oboe Silicon Soft Cover Case for Mi Boost Pro Power Bank 30000 mAh Battery (Black) [Power Bank NOT Included],399,4.1 out of 5 stars
"Callmate 30000mAh High Capacity Power Bank, 15W Fast Charging | Digital Display | 2 USB Output Ports and 2 Input | LED Torch| for iPhone, Smartphones (15 W, Fast Charging) (Red, Lithium Polymer)","1,614",3.2 out of 5 stars
"Soroo 20000 mAh Polymer Power Bank with Built in 4 in 1 USB Cables for Fast Charging, Smart Charging for All Android and iOS Devices, Multi Protected, No Need to Carry USB Cables Anymore (Black)","1,249",3.3 out of 5 stars
URBN 20000 mAh 20W Super Fast Charging Metal Power Bank | Type C PD (Input& Output) QC 3.0 Dual USB Output | Two-Way Fast Charging | Type C Cable Included -Red,"1,699",3.7 out of 5 stars
Leonardi 1200 mAh Lithium Nano Spray (White),290,4.0 out of 5 stars
"Portronics Power 45 20000mAh Power Bank for Laptop/Mobile with 45W Fast Charging, Dual Input(Type C + Micro USB) & Triple Output(2USB + 1 Type C) with LED Indicators(Blue)","3,099",3.5 out of 5 stars
"Callmate Qi Wireless Charger Power Bank 5200 mAh, 5-in-1 Wireless Charger/Wall Charger Power Bank with Led Display for All Phones (18 W, Power Delivery 3.0, Fast Charging) (White, Lithium Ion)","1,299",2.7 out of 5 stars
"Portable Mini Power Bank, Emergency Charger, Keychain Phone Charger, Fast Finger 1500mah Charging, Compatible with, Best C-pin, iOS Pin for Travel (Multicolor) (iOS Type) (C Type)","1,099",
"Armilo. Portable Bracelet Charger (Type-C) Premium, Easy to Wear & Durable, Black",599,4.0 out of 5 stars
SYSKA 10000MaH POWERBANK 12W P1038 Black Multi Device COMPATILBE Sleek Design Dual USB Output with Micro USB Cable,999,5.0 out of 5 stars
URBN 20000 mAh 12W Fast Charging Metal Power Bank | Dual USB Output | Micro & Type C Input | Safe Charging | Type C Cable Included -Blue,"1,499",3.7 out of 5 stars
xcluma Dual USB 5V 1A 2.1A Mobile Power Bank 18650 Battery Charger PCB Module Board,263,3.3 out of 5 stars
SYSKA Power Juice,895,
"URBN 10000 mAh Lithium Power Bank UPR10K with 12 Watt Fast Charging, Blue","1,049",3.9 out of 5 stars
"Ambrane 100W Fast Charging Powerbank for MacBook, Type C Laptop & Mobile Charging, 25,000mAh Battery, Triple Output, Power Delivery & Quick Charge (Powerlit Ultra, Black)","4,999",5.0 out of 5 stars
"Ambrane 10000mAh Magnetic Wireless Power Bank for iPhone 12 & Above, 22.5W Wired + 15W Wireless Charging, Mobile Stand, Type C PD (Input & Output), Li-Polymer (Aerosync PB 10, Black)","1,999",3.1 out of 5 stars
URBN 27000 mAh Lithium_Polymer 20W Fast Charging Power Bank with Type C PD (Input& Output) and QC 3.0 Dual USB Output with Free Type C Cable (Black),"2,199",3.8 out of 5 stars
URBN 20000 mAh 20W Super Fast Charging Metal Power Bank | Type C PD (Input& Output) QC 3.0 Dual USB Output | Two-Way Fast Charging | Type C Cable Included -Red,"1,699",3.7 out of 5 stars
URBN 10000 mAh Lithium_ion Premium Black Edition Nano Power Bank | 20W Fast Charging | Smallest Power Bank | Type C PD (Input& Output) | Made in India | Dual Output | Free Type C Cable - Black,"1,649",4.1 out of 5 stars
"Ambrane 20000mAh Compact Power Bank, 22.5W Fast Charging, Metallic Body, Triple Output, Type C PD (Input & Output), Li-Polymer for iPhone, Smartphones & Other Devices (Powerlit XL, Blue)","2,492",3.9 out of 5 stars
"Ambrane 60W Fast Charging Powerbank for MacBook, Type C Laptop & Mobile Charging, Lithium Ion Battery, Metallic Body, Triple Output, Power Delivery & Quick Charge (Powerlit Boost, Black)","3,999",5.0 out of 5 stars
ModishOmbre® 10000mah Slim Transparent PD Power Bank 22.5W QC Dual USB Type C PD Input/Output 12 Layer Circuit Protection and Digital Battery Indicator with One Type C to Type C Chargning Cable,"1,199",
"Intex Strong Rhino 20K Poly 20000 mAh Power Bank, Dual (Input&Output), 12W Fast Charging, Over Current/Charge/Discharge Protection & Shock Resistant Coal Black","1,845",1.0 out of 5 stars
"Stuffcool 10000mAh Palm Smallest QC PD 20W Type C Super Premium Mini Powerbank, Charges Any iPhone 50% in 30 mins (Yellow)","2,299",4.0 out of 5 stars
"QBM 3 USB DIY Mobile Power Bank Kit with 3 USB Power Bank Module, On/Off Switch, (Battery Not Included)",149,3.2 out of 5 stars
"SYSKA Power Bank 10000mah 20W P1094 Fast Charging, Battery Bank, Type c Charge and sync Cable Include Light Weight and Durable Smart IC Dual Type C Output Input Black","1,349",5.0 out of 5 stars
OBOE Silicon Soft Cover Case for Redmi Power Bank 10000 mAh Battery (Black) [Power Bank NOT Included],299,3.9 out of 5 stars
Electronic Spices 3 USB 5v 1a Mobile Power Bank Charger Controller Module Pack of 1pcs,133,3.3 out of 5 stars
Data Cable 3 IN 1 Power Bank - White,124,4.7 out of 5 stars
SP 2USB Power Bank Charging Module Circuit Board - DC-DC Step Up Boost Power Supply Module - 5V 1A (2 USB),129,
"Armilo. Portable Bracelet Charger (for iPhone) Premium, Easy to Wear & Durable, Black",799,3.8 out of 5 stars
"FNNEMGE Car Jump Starter 2500A Peak 24800mAh 12V Super Safe Car Battery Booster(Up to All Gas, 8.0L Diesel Engine), with 10W Wireless Charger Power Bank, USB Quick Charge 3.0","12,599",4.4 out of 5 stars
"Portronics Power Brick II 20K 20000mAh Power Bank with 2.4A Max Output, Dual Input (Type C + Micro) Dual USB Output(Black)","1,399",3.8 out of 5 stars
CZARTECH Type C Power Bank Size Flat Cable (30cm) Black,249,4.2 out of 5 stars
Power Bank 20000mah | Micro USB| Fast Charging,629,
xcluma Dual Micro USB 3.7v to 5V 2A Mobile Power Bank DIY 18650 Lithium Battery Charger PCB Board Boost Step Up Module,259,3.5 out of 5 stars
Oboe Silicon Soft Cover Case for Mi Power Bank 3i 10000 mAh/Mi Wireless Power Bank 10000 mAh Battery (Orange),349,4.1 out of 5 stars
"Zebronics ZEB-MD10000S2 10000 mAh Li-Polymer Slim Portable Power Bank with Dual Output and Input Ports, Short Circuit/Overload/Overcharge Protection, Textured Finish (Black)","1,099",5.0 out of 5 stars
Stuffcool Monde 10000mAh Magnetic Wireless Power Bank with Foldable Apple Watch Charging Perfect for iPhone 12/13/14 and All Apple Watch Versions,"5,990",
OBOE Silicon Soft Cover Case for Mi Power Bank 3i 10000 mAh/Mi Wireless Power Bank 10000 mAh Battery (White)[Power Bank NOT Included],349,4.1 out of 5 stars
20000 mah Power Bank| Black Color | Mobile Charger,629,
KP Ultra Thin Credit Card Sized Portable Power Bank 2500mAh Full Capacity Compatible for iPhone and Android Smart Phone/Tablet & PSP & iOS,399,1.9 out of 5 stars
"Electronicspices TP4056 Micro USB Lithium Battery Charging Converter with Overcharge Discharge Over-Current Protection Charging Board (5V,18650), Pack of 10",496,4.1 out of 5 stars
"Shree HANS Creation Small Portable Emergency Key Chain Power Bank Mini Type iOS Pin Plug 1500mah Fast Finger Key Power Bank Multiclour Keychain Power Bank Gift for Wife,Mother,Girlfriend,Sister,Women",799,
EasyElectronics 18650 Charger Board Lithium Battery Charging Module Dual USB 5V 2.4A Mini Type-C 2000 mAh Power Bank Module DIY (Green),449,3.4 out of 5 stars
"Loony 10000mAh Magnetic Wireless Power Bank (2in1 Charge with USB-C Cable + Wireless) with Step Stand for Smartphones (iPhone,Samsung)/ Earphones (Airpod), iOS/Android Devices - (Blue)","2,989",4.2 out of 5 stars
"URBN 10000 mAh Lithium Power Bank UPR10K with 12 Watt Fast Charging, Blue","1,049",3.9 out of 5 stars
"Ambrane 100W Fast Charging Powerbank for MacBook, Type C Laptop & Mobile Charging, 25,000mAh Battery, Triple Output, Power Delivery & Quick Charge (Powerlit Ultra, Black)","4,999",5.0 out of 5 stars
"Ambrane 10000mAh Magnetic Wireless Power Bank for iPhone 12 & Above, 22.5W Wired + 15W Wireless Charging, Mobile Stand, Type C PD (Input & Output), Li-Polymer (Aerosync PB 10, Black)","1,999",3.1 out of 5 stars
URBN 27000 mAh Lithium_Polymer 20W Fast Charging Power Bank with Type C PD (Input& Output) and QC 3.0 Dual USB Output with Free Type C Cable (Black),"2,199",3.8 out of 5 stars
URBN 20000 mAh 20W Super Fast Charging Metal Power Bank | Type C PD (Input& Output) QC 3.0 Dual USB Output | Two-Way Fast Charging | Type C Cable Included -Red,"1,699",3.7 out of 5 stars
URBN 10000 mAh Lithium_ion Premium Black Edition Nano Power Bank | 20W Fast Charging | Smallest Power Bank | Type C PD (Input& Output) | Made in India | Dual Output | Free Type C Cable - Black,"1,649",4.1 out of 5 stars
"Ambrane 20000mAh Compact Power Bank, 22.5W Fast Charging, Metallic Body, Triple Output, Type C PD (Input & Output), Li-Polymer for iPhone, Smartphones & Other Devices (Powerlit XL, Blue)","2,492",3.9 out of 5 stars
"Ambrane 60W Fast Charging Powerbank for MacBook, Type C Laptop & Mobile Charging, Lithium Ion Battery, Metallic Body, Triple Output, Power Delivery & Quick Charge (Powerlit Boost, Black)","3,999",5.0 out of 5 stars
ModishOmbre® 10000mah Slim Transparent PD Power Bank 22.5W QC Dual USB Type C PD Input/Output 12 Layer Circuit Protection and Digital Battery Indicator with One Type C to Type C Chargning Cable,"1,199",
"Loony 10000mAh Magnetic Wireless Power Bank (2in1 Charge with USB-C Cable + Wireless) with Step Stand for Smartphones (iPhone,Samsung)/ Earphones (Airpod), iOS/Android Devices - (Blue)","2,989",4.2 out of 5 stars
"DUDAO 10000mAh QC Portable Magnetic Wireless Power Bank with USB-C Cable 15W Wireless Charging & Wired up to 22.5W PD Certified TGK1, Compitable with Apple iPhone 14/13/12","5,499",3.7 out of 5 stars
xcluma Dual Micro USB 3.7v to 5V 2A Mobile Power Bank DIY 18650 Lithium Battery Charger PCB Board Boost Step Up Module,259,3.5 out of 5 stars
IP5306 Fully-Integrated Power Bank System-On-Chip Charger IC – Package-ESOP8,99,3.2 out of 5 stars
"Shuttle Art Solar Power Bank, 1200mAh Portable Charger Phone Charger Keychain Charger for Mobile Phones, Tablets, Electronic Devices, Portable Mini Battery with Carabiner Emergency Power Supply",699,
Saco Shock Proof Pouch Case Wallet Cover Protector for Mi 20000mAH Li-Polymer Power Bank 2i Model PB20IZM - Red,326,4.3 out of 5 stars
"ELEPHANTBOAT® Solar/USB C Rechargeable Powerbank with Flashlight, Compass, 3 in 1 Solar Power Bank with Dual USB A Port, Flashlight, Waterproof Multifuntion Emergency Power Bank, Flashlight, Compass","2,188",
